nagromadzenie G2_następstwo
pietrzak AND_dawid
budulec G2_zebranie
żółw SUBJ_poruszać
wspólnik czwarty
pamflet G2_tło
spójność AND_logiczność
statek AND_ułatwienie
uchwalanie AND_wykonywanie
teatrzyk SUBJ_dostać_dostanie
wyspa G2_morze
okoliczność podniosły
sukienka AND_wizyta
uwolnienie AND_chłopak
ulga SUBJ_gospodarzyć
proces G1_deifikacja
stanko G2_kasia
motywacja G2_zrozumienie
śmiałość AND_waga
sytuacja G1_korpus
potrzeba G1_solidarność
specyfika G1_chów
szynobus SUBJ_zakupić
choroba G2_płeć
powód G1_niedbałość
informator ścienny
pokład SUBJ_lokalizować
chodnik G2_wygrodzenie
kopytko AND_kaczor
malowidło SUBJ_ciemnieć
poruszenie AND_zamysł
ocena AND_rozpoznanie
panowanie rzymski
gierka G2_referat
pępowina SUBJ_popłynąć
pociąg SUBJ_wynaleźć
jastrzębski AND_olga
różniczka G2_pojęcie
odczuwanie G1_emocja
wojna SUBJ_zrujnować
zryw G2_stoper
damara AND_damara
głownia SUBJ_polegać
odprowadzenie AND_użytkownik
naczynie zakryty
miejsce G1_blanka
rokita SUBJ_rozesłać
blokada SUBJ_protestować
wejście otwarty
brzusiec G1_dzban
stanowczość bezwzględny
segment kolejny
tomaszowicz SUBJ_wykonywać
magistrat praski
konsoleta AND_komputer
zapisywanie G1_motyw
choroba odrębny
pochodzenie niewłaściwy
bus AND_aut
możliwość G1_wyłączanie
kameduła SUBJ_zapraszać
samotnia AND_stal
głownia SUBJ_napadać
zarobek nowy
kompromis G2_rocznica
współfundator SUBJ_nabić
salowa AND_palacz
przełącznik SUBJ_zostać
autorstwo G2_powietrze
muzyka G2_chorej
decyzja AND_zbadanie
jacek AND_kaszowski
akceptacja G2_termin
działanie zaczepny
kurtka przemoczony
zgorszenie AND_napaść
przygoda krwawy
całun G2_twórca
obsługa G1_przełącznik
uwaga G1_wydawca
elipsa G2_odcinek
polecenie G1_zbliżenie
konstytuowanie G1_rada
bramka G1_tarnowianin
centertel SUBJ_zanotować
pętla SUBJ_uruchamiać
świadectwo G1_zachodzenie
uczestnik AND_operator
zbrodnia G2_korzeń
organizm G1_energia
wybór francuski
dom G2_zagęszczenie
dynamika AND_ekspozycja
pociąg towarowy
świderski AND_łapiński
kompozycja G2_odsłonięcie
student liczny
pochodzenie G2_kapitał
przepis SUBJ_uprościć
nelson SUBJ_tłumaczyć
ponowienie G1_goa
wyszukiwarka G2_jakość
tył G1_hotel
filar AND_utrzymanie
minus G2_większość
ślepota AND_głuchota
zegar nowoczesny
tata G2_odejście
fundament teologiczny
ministerstwo G2_lupa
istota G2_stabilność
sztampa AND_schematyzm
giewont G2_ściana
eugeniusz AND_chronowski
kompozycja AND_bukiet
agresja G2_rozprzestrzenianie
odpowiadanie AND_miłość
prąd G2_obszar
miejsce G2_krajobraz
nastolatka SUBJ_rozmawiać
stanie G1_rekultywacja
wnuk G2_sukces
holoubek AND_tadeusz
zeszycie G1_dyżur
świadczenie G2_zmniejszenie
myślenie AND_czekan
aneta G1_skupienie
polskość SUBJ_aktywizować
wyczucie AND_delikatność
jednostka SUBJ_rozrastać
płytka brakujący
dyskredytacja G1_przedstawiciel
fotograf G2_wsparcie
przypadek G1_jednoślad
nowość SUBJ_stwarzać
cezary G2_strona
ziomek G2_większość
fala SUBJ_odnajdywać
wniosek G1_helena
ród G2_park
psychika G2_rys
powierzchnia AND_uszczelka
projektowanie SUBJ_latać
miłośnik autentyczny
pióro AND_wianko
wymóg G2_sens
gospodarstwo nowoczesny
warga G1_krewa
właściciel G1_zborowski
kisielewski G2_talent
zabicie G2_koga
lampa AND_element
przechodzenie G1_kwantum
niespodzianka AND_niebezpieczeństwo
dostępność G1_folder
imbir AND_sok
projektant G1_gimnazjum
witryna różny
szczęście AND_łza
ulotka SUBJ_zabierać
łódź AND_płock
postawa AND_schemat
przytrzaśnięcie SUBJ_lubić
ił AND_lista
opryszek AND_pasożyt
próba G1_podkręcanie
cukrzyca AND_ślepota
szyper G1_kuter
sortownia AND_sklep
start najlepszy
uniesienie AND_zaokrąglenie
szablon G2_rodzaj
zakątek pewny
moment AND_kostium
prawnik AND_archeolog
dochód oczekiwany
czytelnik SUBJ_uwrażliwić
wydawnictwo G1_paweł
duet muzyczny
morfologia AND_kształt
wieczór G2_rytuał
mur G1_przejście
przepustka AND_zdjęcie
okolica G1_rurociąg
odrębność AND_zadanie
gracjan SUBJ_dzielić
lśnienie SUBJ_przepłynąć
wystawa AND_dyskurs
niepewność największy
odejście G1_ślimak
projektant G1_lampa
anna SUBJ_stukać
pasterz AND_wybawca
pogląd AND_formuła
akcja G2_osadzenie
forta ziemny
przechowalnia SUBJ_stworzyć
medea SUBJ_odlatywać
ubezpieczenie AND_waluta
julek G1_boja
początek G1_kiermasz
obietnica SUBJ_przyprawić
muzeum włoski
znaczenie SUBJ_relatywizować
atmosfera wojskowy
test G2_sprawdzenie
energia G2_wykorzystanie
pracownia AND_ośrodek
domek pojedynczy
rakowski AND_piosenkarka
cios G2_impet
wiedza G2_bogactwo
radek SUBJ_wybrać
przypadek G1_pręt
mebel G2_pielęgnacja
ranking G1_zaufanie
stwierdzenie AND_sekcja
posiłek AND_przejazd
rodzina odpowiedni
dyplom okolicznościowy
zaniechanie G1_rozważanie
dominikanin SUBJ_ugryźć
wpływ G1_gleba
oprogramowanie AND_rejestrator
właściciel AND_budowniczy
trzeszczenie G1_wiązanie
wanda SUBJ_bratać
przedsiębiorca AND_cmentarz
symbolika G1_działalność
zakupienie G2_plan
troska G1_ichtiolog
sojusznik amerykański
anegdota G1_magda
bezpieka SUBJ_przetrząsać
hipoteka SUBJ_zabezpieczać
kurs G2_trzymanie
telenet G2_zespół
okap SUBJ_wisieć
dekorator przyszły
misja SUBJ_kontynuować
otwarcie G1_załącznik
najemnik G2_opłata
pałac AND_wnętrze
wywiadowca SUBJ_wejść
tomasz AND_barańczak
otrzeźwienie SUBJ_dopaść_dopadnie
szlafrok G2_pasek
wprowadzanie G2_trud
nazywanie AND_systematyzowanie
dyrektor AND_ryszka
posuwanie SUBJ_umożliwiać
wpływ dalszy
przekształcanie AND_przemiana
numer rumuński
banaś AND_prorektor
triumfalizm kościelny
sprawdzenie G2_potrzeba
zrobienie SUBJ_wymagać
grzywka G1_zasłanie
absolwent G1_orientalistyka
kubicki SUBJ_krytykować
drzwiczki SUBJ_otwierać
odmiana G2_porzeczka
krajobraz SUBJ_wpisywać
nacisk SUBJ_utrudnić
maciej SUBJ_denerwować
brzmienie G2_skreślenie
opryskiwanie AND_cięcie
gdańsk AND_metropolia
kufajka AND_kaska
kopytko AND_knedel
rolnik śląski
uśrednianie AND_napowietrzanie
oczyszczenie AND_odpoczynek
starostwo G2_zagranica
odparowywanie SUBJ_zależeć
nadzór AND_sanitariuszka
wykorzystanie AND_przeznaczenie
zlikwidowanie G1_konkurencja
wrażliwość AND_chłonność
wszczęcie AND_określenie
łaska G2_ferie
mieszkaniec SUBJ_wygarniać
prowadzenie G2_legalność
fizyk kanadyjski
sytuacja AND_wymóg
jadłodajnia SUBJ_otwierać
formatowanie AND_przycinanie
stolik SUBJ_sprawdzać
wizytówka G1_starówka
ubezpieczenie G1_niedołęstwo
bem SUBJ_towarzyszyć
pan AND_lord
pokrycie G1_wydatek
zorganizowanie G1_gimnazjum
słabość AND_dezercja
wzięcie większy
szansa AND_jedność
numer łódzki
centrum SUBJ_uruchamiać
moc królewski
wrocław G1_studio
koda G1_dyrektywa
kartka AND_liścik
pacjent najmłodszy
urzędniczka SUBJ_utwierdzić
siatkarz G2_podróż
potrzeba G1_ułagodzenie
wysokość G1_trawa
sposób SUBJ_przeciwdziałać
płód G2_ucisk
konstrukcja AND_logika
golkiper SUBJ_wypuścić
impreza AND_rozrywka
plan internetowy
wykop SUBJ_przejąć
miasteczko G1_wyobraźnia
gromadzenie AND_aktualizowanie
zapomnienie AND_szczęście
teren promujący
tępienie AND_głowa
kamera AND_stacja
karol SUBJ_wyprzedzić
pasja AND_msza
ambicja G1_rozbudowywanie
cynizm AND_ucieczka
wiking G2_wiedza
pokój G2_religia
jadło G2_róża
personel G2_liczba
kontynent AND_giełda
podsumowanie G2_redakcja
skazka stary
blichtr SUBJ_przebijać
tłumaczenie G1_wiadomość
dno AND_kit
powrót prawdziwy
życie SUBJ_uszykować
polak zasłużony
szlachectwo SUBJ_otrzymać
mistrz G1_piłkarka
ciało G1_wiedźma
tadeusz SUBJ_pokręcić
uroda AND_wykwint
cena G1_etylina
ksiądz G2_sąsiad
selekcja G2_fala
spieszczenie AND_zdrobnienie
ewa SUBJ_ożenić
awantura SUBJ_jeżeć
tabela SUBJ_dołączyć
kilogram G1_pyra
kalif islamski
komercjalizacja SUBJ_przeprowadzić
krajobraz G1_bogumiłowica
prezes SUBJ_ośmieszyć
koło moskiewski
marka G2_diler
śniadanie AND_mać
kapusta AND_cebula
rolnik G1_płatność
romans największy
czepiec G2_przechwałka
skala G1_destrukcja
towarzystwo G1_urbanista
los AND_aspiracja
uruchamianie G2_konieczność
papier G2_malowanie
uniknięcie AND_determinacja
kultura G2_antologia
duszpasterz SUBJ_dokonać
zawartość G1_menażka
wojciech AND_bartoszewicz
wydarzenie SUBJ_podgrzewać
zachowanie G1_leon
krzywienie G2_towarzystwo
pan G2_przylot
grafika AND_chipset
bal AND_spektakl
załatwienie SUBJ_unikać
reklama G2_ustawienie
poradnia studencki
bezpieczeństwo G2_instrument
witek SUBJ_wyciągnąć
akcja AND_przechwyt
nuta AND_szpon
błonnik G2_frakcja
sprawdzenie SUBJ_ubiegać
monitowanie SUBJ_włączać
szubienica AND_strzał
monarchia G2_stronnik
figura SUBJ_lgnąć
recepta SUBJ_pochodzić
cmentarzysko SUBJ_wyróść
urządzenie G2_dostawa
przyczepka SUBJ_ciągnąć
droga AND_poradnia
spotkanie AND_majówka
bronisława G2_pięść
wegetacja SUBJ_przyhamować
data G2_potwierdzenie
hortmanowicz SUBJ_podsumować
rajd AND_wystawa
możność G1_odprawienie
proces G1_dekodowanie
uniform G1_monter
okrycie SUBJ_zrobić
sztandar SUBJ_święcić
konopie G2_nasiono
wynik SUBJ_wyselekcjonować
użytkownik G2_zaangażowanie
słowo AND_przodek
upór AND_lekkomyślność
wystawianie G1_muzyka
lodowisko jedyny
jadwiga SUBJ_dziwić
składowanie AND_zbiórka
skład AND_trafika
ban G2_śmierć
nóż AND_tomahawk
zawód podrzędny
monteskiusz AND_wolter
sprawozdanie półroczny
substancja G2_organizm
stopień G1_unikanie
wuj G2_kompan
niewiedza AND_starosta
czas G1_właścicielek
dział G1_pożyczka
ciężarek G2_wszywanie
zanotowanie G2_warta
szkoła G2_dwudziestolecie
działo G2_tętnica
rudyment G1_jedzenie
kryptonim G1_punkt
pożegnanie G2_psychologia
janina AND_kornel
historia G1_stolarstwo
koncert G2_organizowanie
barwa zdrowy
segment dolny
zapełnianie G2_proces
zasób G2_przyrost
zatrzymanie nielegalny
rekord G1_uczestnictwo
zimno SUBJ_wędrować
kompania powstały
głos SUBJ_oddalić
skład G1_lubelski
ląd SUBJ_zaczynać
śmiech G2_wzbudzanie
marzena AND_jacek
darłowo SUBJ_zajmować
ufolog G2_świat
depresja podłużny
skansen SUBJ_działać
świeca G2_zakup
pięterko niski
czas G1_wstrzemięźliwość
florian G2_uderzenie
autor AND_dramatopisarz
opozycja AND_uniwerek
ścięcie AND_nieporozumienie
sukces G1_audycja
podwyższanie G1_jakość
codzienność G1_służba
mama G2_ekokonwersja
staw AND_gleba
środowisko G2_architektura
ryczałt AND_należność
piec G1_magdalenka
konkurencja G1_firma
gadżet G2_asortyment
profilaktyka AND_interwencja
sprzedawca G1_amulet
masa wewnętrzny
ratownik SUBJ_sprowadzić
wapiennik SUBJ_stać_stanie
jakub AND_nosal
struga mały
cukrownia G2_utrzymanie
poruszanie bezkolizyjny
brew SUBJ_przejść
pojęcie G2_opracowanie
kanada G2_aneksja
poligon poradziecki
aleksy SUBJ_poprzeć
płyn G2_butelka
wynik wyróżniający
para SUBJ_nakapać
obniżanie G1_ulga
inicjator AND_przewodniczący
charakter zawadiacki
udostępnienie G2_data
zamykanie G1_oko_oczy
uprawnienie potwierdzający
nadwyżka G1_korzyść
wykonanie SUBJ_zwalniać
kapitał G2_wiesia
szefowa G1_firma
aktorstwo profesjonalny
indianin G2_wiedza
dziura SUBJ_ominąć
podstawa G2_zrewaloryzowanie
krew AND_komórka
uniknięcie G1_pokusa
ruina AND_niespodziewanie
wyprzedzanie G1_fakt
klimat G1_niemcy
religia SUBJ_opierać
redakcja G2_schody
zaczątek G1_sieć
flaga G1_arabia
koordynacja SUBJ_odróżnić
karnacja AND_sprężystość
uroczystość AND_przesąd
święta G2_miłość
pensja G1_ania
krytyk G2_przekład
stokłosa AND_tadeusz
róża AND_oko_oczy
lipiec AND_sztafeta
stagnacja AND_słabość
jedność AND_życzliwość
głoszenie AND_prowadzenie
ikarus AND_jelcz
boss przyszły
system G2_reorganizacja
sporka G2_dyrektor
mechanizm G1_przeciążanie
kreda SUBJ_kruszyć
wrocław AND_małżeństwo
artyzm poetycki
materiał AND_eksponat
jubileusz G2_pieniądz
juventus AND_liverpool
kos SUBJ_wydawać
wróg AND_tępiciel
patologia G2_sfera
obsługa kulturalny
kasza SUBJ_zalewać
eskorta G1_agencja
mamałyga AND_czosnek
postać AND_ubarwienie
korespondencja AND_doskonalenie
kota G1_kosmetyka
kardiolog SUBJ_nazwać
tampon G2_producent
serwis SUBJ_zwalczać
seminarium G2_adresat
misja AND_nadawanie
dobranocka SUBJ_kochać
córka AND_holding
polityka G1_władysław
zatrzaska AND_suwak
związek G1_księgowa
przerywanie SUBJ_zwalczać
pop SUBJ_ucieszyć
oko_oczy SUBJ_utopić
widok G1_korniszon
schronisko słynny
janik SUBJ_negocjować
pułapka AND_wieloznaczność
dotarcie G2_jakość
grzegorz AND_baranowski
zniszczenie G1_podłoga
mika SUBJ_zakłopotać
priorytet G1_koalicja
efekt G1_uwarunkowanie
reżyser młody
pan G2_szlafrok
wysokość AND_zasięg
moralizowanie AND_idealizowanie
krew AND_plugastwo
rzeczpospolita G2_dziedzictwo
pośredniczenie AND_zawarcie
grapa AND_aleksandra
busik wynajęty
lepkość G2_bit
uczestnik SUBJ_degustować
głowa G1_moskalewicz
kinga SUBJ_uważać
jenerał AND_sztabowiec
odkrywanie AND_jezus
analiza G1_stos
wagon G2_rozładowanie
jarosławianin SUBJ_wspominać
przetłaczanie G2_zadanie
piękno SUBJ_wymazywać
uciecha G1_towarzysz
śpiew AND_recytowanie
apator AND_port
polityk SUBJ_zawinić
grupka G2_idol
symptom pierwszy
farma SUBJ_okazać
mechanika G2_problem
allah SUBJ_oczekiwać
zabudowa AND_decyzja
orędzie G1_zbawienie
wzrok G1_klamra
przełęcz AND_siodło
pustynia piaszczysty
teleskop G2_zadanie
socjalizm G2_temat
przesiadywanie wielogodzinny
repertuar G1_manifest
rachunek AND_kalkulacja
wyjazd kosztowny
skala AND_bogactwo
ręka rozłożony
płotka AND_bariera
czas G1_justynian
mleko AND_zwiększenie
dopracowanie G1_nowelizacja
dostawca G2_liść
podwoje G1_śmierć
ambicja SUBJ_wypierać
reszta G1_dolina
nicość AND_śmierć
stolik AND_podstolik
chłopak SUBJ_wyrecytować
obłęd AND_jęzor
pocisk SUBJ_zniknąć
mecz SUBJ_zakodować
nieszczęśnik SUBJ_strzelać
kar G2_kubik
wspólnota G2_funkcjonowanie
kontroler G2_spotkanie
ostrów G2_mieszkanka
noga uwięziony
przepis AND_prawidłowość
maroko SUBJ_zablokować
porównanie G1_pytanie
system SUBJ_zamontować
szczelność G1_przewód
bryła AND_kawałek
składowanie G2_mankament
telekomunikacja AND_kuźnia
znaczenie AND_wymowa
ksiądz SUBJ_namówić
przesyłka G2_przypadek
temat SUBJ_podrzucać
przyjaciel G1_szczepionka
metabolizm SUBJ_zaburzać
kanonada G2_rumor
ekspedientka G2_kieszeń
kolega SUBJ_parać
okruch G1_pamięć
skierowanie SUBJ_głosować
wole AND_próba
bóg SUBJ_upatrzeć
blok G1_olsztynianin
obietnica G2_rozdawanie
refren SUBJ_słyszeć
masa G2_zasobność
organizacja internacjonalistyczny
ogon AND_warkocz
kronika G2_reprint
gmina G1_miłka
zakażenie AND_poród
budowniczy AND_leśnik
dominanta SUBJ_przetrwać
walczak AND_krzysztof
kamera AND_diabeł
pastor lokalny
karp SUBJ_wygrzewać
pan interesujący
giełda SUBJ_omijać
babcia G1_susza
słowo AND_przykład
dusza SUBJ_złocić
zapach G1_sukno
zeznanie uzyskany
monsun SUBJ_przestać_przestanie
chwytanie SUBJ_opanować
zboże G2_zsypywanie
siła AND_stanowczość
księgarz AND_hurtownik
izolacja AND_nawiązywanie
mistyka muzułmański
festyn jubileuszowy
wietnam G1_fundusz
gubernator G1_przywódca
ochroniarz AND_pielęgniarka
broń defensywny
mądrość SUBJ_wyparować
magda SUBJ_wytypować
notatka SUBJ_zastanawiać
ciastko SUBJ_odzwierciedlać
wspólnota AND_gang
rachunkowość SUBJ_wyznaczać
porwanie G2_miejsce
chrobry AND_dom
strategia SUBJ_maleć
zwrot AND_nadpłata
określenie dowcipny
obniżenie G1_przyczepność
postęp G1_chiny
kucharzewski G2_matka
pochwała G2_uwaga
ścięgno G1_ręka
narażenie SUBJ_minimalizować
akcja G1_branie
forma G1_olewanie
nieudolność SUBJ_wpłynąć
potwór AND_dama
tyberiusz G2_wytyczna
toaleta SUBJ_ograniczać
pszenica G1_biedak
marża G2_dzięki
gospodarz G2_reprezentantka
wzór SUBJ_dołączyć
umiejętność osobisty
odpowiedź SUBJ_uzupełnić
kurzak G2_postawa
dół G1_par
włodzimierz SUBJ_poinformować
poszukiwanie AND_wyrażanie
oligarchia G1_kupiec
list AND_notatka
danina symboliczny
jasiński SUBJ_zamieszkać
transformacja G1_przedsiębiorstwo
filtrowanie SUBJ_ułatwiać
strop G1_kościół
animacja G2_fragment
humor AND_ornament
lampa AND_domek
prośba SUBJ_złożyć
transponowanie SUBJ_zakazywać
konstrukcja AND_pancerz
struktura AND_adaptowanie
powłoka G1_wierzenie
uniwersytet SUBJ_skłonić
przestępstwo G1_zgwałcenie
przewodnictwo AND_pilotaż
szmajdziński SUBJ_odmówić
basen G2_pięcie
przedstawiciel G1_kasa
koszulka AND_piłka
leon G2_imię
salomon G1_morela
pointa G2_warta
premiowanie G1_użytkownik
kryterium G2_optymalizacja
projektowanie SUBJ_umożliwiać
recenzent G2_większość
erazm AND_pankracy
rafinacja G2_czas
pustelnik SUBJ_naśladować
spełnienie AND_bilans
drabik SUBJ_cierpieć
uposażenie miesięczny
ważność AND_poziom
łukasz SUBJ_śmiać
komplement lepszy
nosiciel G1_prawda
mocz AND_piwo
sąd SUBJ_zasiąść
konflikt G1_wiek
magdalena AND_daniel
kontrola G1_magazynowanie
billa G2_gubernator
jan G2_wina
nieurodzaj AND_powódź
korporacja SUBJ_zaplanować
wyprawa AND_krucjata
pal G2_samochód
polot AND_fantazja
strój G1_kobieta
energetyk AND_coś
dom SUBJ_głuszyć
wykorzystywanie mały
portal G2_odrestaurowanie
drużyna G1_chłopiec
asia SUBJ_chorować
edyta G1_pani
modlitwa SUBJ_wypowiadać
wiceminister G1_hutnictwo
rezolucja AND_kongres
obrzydzenie SUBJ_nizać
wykaz G1_dokument
hamburger G2_jedzenie
znaczenie G1_kama
ogół SUBJ_interpretować
biografia SUBJ_napisać
andrzej AND_toczek
beata AND_broda
paso G2_stylizacja
profesor SUBJ_otaczać
integracja G1_pacjent
zero G1_chuligaństwo
bieńkowski AND_minister
odszkodowanie SUBJ_miarkować
niepodważalność AND_obiektywizm
humor AND_uszczypliwość
dozorca G2_czynsz
metamorfoza G1_obiekt
tychy G2_rozliczenie
agencja AND_bar
epoka G2_ogłoszenie
pasjonat G1_golf
rodzaj SUBJ_rzutować
kategoria SUBJ_obniżać
obkładanie G1_chałupa
przestępstwo G2_finał
mnich SUBJ_pilić
abonent indywidualny
guma AND_metal
licencja AND_wyrażenie
wielkość G1_dzierżawa
popis G1_kuglarz
większość G2_marzena
seminarium G2_element
absorpcja G2_możliwość
narrator G1_powódź
wyspa AND_fiord
pracownik AND_ochroniarz
opiekun AND_zuch
maszyna G2_nos
dresiarz łysy
sytuacja SUBJ_jawić
zakonnica G2_opieka
floryda AND_półwysep
rozstanie ostateczny
piec G2_przypadek
luka G2_miara
traktowanie SUBJ_wymagać
dzień SUBJ_miłować
konkurs AND_sympozjum
głos G1_ludzik
intelekt AND_ścisłość
przełyk SUBJ_mamić
dorożka SUBJ_zabierać
spożywanie G1_konserwant
pominięcie G1_radna
zastrzelenie AND_ranienie
rogalik ciepły
szczodrobliwość niezwykły
farmaceuta SUBJ_uczestniczyć
pole AND_hałas
nos SUBJ_ogarnąć
dziecko wygnany
brokuł AND_kalafior
przyroda SUBJ_ukryć
terasa płaski
nieumiejętność G1_uczenie
modyfikacja AND_dodanie
kadr G1_polonia
gubernator G2_biurko
folia AND_piasek
sosna G2_cień
gać SUBJ_lubić
żyjątko G1_woda
ateista SUBJ_wychowywać
zakład AND_loteria
spustoszenie SUBJ_dotrzeć
dziura G2_ściana
dziecko SUBJ_uprowadzić
preferencja SUBJ_analizować
połowa G1_spirytus
asceta G2_wizerunek
strumień G2_odgłos
południe G1_anglia
forma G1_wytwór
rozum G1_geografia
mieszanina AND_wapno
dokument G1_dojrzałość
cecylia SUBJ_przystąpić
morda kwadratowy
przejazd G2_przywrócenie
przegrana G2_obraz
dowolność AND_sprzeczność
kontrola SUBJ_sfałszować
fizjolog AND_biolog
pasja G1_ameryka
niezrozumienie AND_obcość
dywersyfikacja G1_produkt
własność SUBJ_sklepić
nalot rudy
definicja G1_nakład
piątka G1_chorzowski
niemiec SUBJ_zaniechać
starganie G1_materiał
podrabianie G1_numer
zakres G1_termomodernizacja
orzeczenie SUBJ_świadczyć
teodor SUBJ_zbić
śmieć G2_złoże
obój SUBJ_zakochiwać
hasło G1_dymisja
zdanie G1_psycholog
kwadrans SUBJ_wydzwaniać
aresztowanie G1_reporter
rozstawanie AND_przemijanie
sącz AND_powiat
salka G1_instytut
akcesja SUBJ_złożyć
doniesienie AND_publikacja
zbijanie AND_propaganda
jajko SUBJ_dominować
gorzała AND_ćpanie
stół G2_dekorowanie
suszarka SUBJ_pochować
beza G2_czytelnik
wpływ G1_otoczenie
kapelan tymczasowy
antoni G2_krzyż
zmowa G1_świat
wyrobienie duży
kawalerowicz AND_jerzy
puszcza ostatni
pragnienie AND_więź
odmiana smaczny
kandydat G2_test
nieprzerwanie SUBJ_powracać
przejrzenie AND_nawrócenie
zajęcie SUBJ_wznawiać
kopyto AND_marka
motocykl crossowy
casting G2_przypadek
omyłka ewidentny
dochód SUBJ_pomniejszyć
arlekin AND_urszula
dalajlama AND_rabin
waldemar AND_zając
model nowoczesny
dialog AND_dysputa
cud G1_zatrzymanie
przypadek G1_uszkadzanie
teresa AND_renata
rozstrzeliwanie AND_wieszanie
zestaw G2_aktywacja
konkurencja przewidziany
status G1_dziekan
ostrość SUBJ_zbadać
żołnierz ofiarny
piekarz AND_metalowiec
